id,company,track,title,url,publish_date,authors,in_scope,scope_reason
meta-r-ai-dataset-animation-drawings,meta-fair,research,Ai Dataset Animation Drawings,https://ai.meta.com/blog/ai-dataset-animation-drawings/,,,TRUE,
meta-r-ai-defenders-program-llama-protection-tools,meta-fair,research,Ai Defenders Program Llama Protection Tools,https://ai.meta.com/blog/ai-defenders-program-llama-protection-tools/,,,TRUE,
meta-r-ai-driven-acoustic-synthesis-for-augmented-and-virtual-reality-experiences,meta-fair,research,Ai Driven Acoustic Synthesis For Augmented And Virtual Reality Experiences,https://ai.meta.com/blog/ai-driven-acoustic-synthesis-for-augmented-and-virtual-reality-experiences/,,,TRUE,
meta-r-ai-gets-better-every-day-heres-what-that-means-for-stopping-hate-speech,meta-fair,research,Ai Gets Better Every Day Heres What That Means For Stopping Hate Speech,https://ai.meta.com/blog/ai-gets-better-every-day-heres-what-that-means-for-stopping-hate-speech/,,,TRUE,
meta-r-ai-habitat-state-of-the-art-simulation-platform-adds-object-interactivity,meta-fair,research,Ai Habitat State Of The Art Simulation Platform Adds Object Interactivity,https://ai.meta.com/blog/ai-habitat-state-of-the-art-simulation-platform-adds-object-interactivity/,,,TRUE,
meta-r-ai-language-research-consortium-announcement,meta-fair,research,Ai Language Research Consortium Announcement,https://ai.meta.com/blog/ai-language-research-consortium-announcement/,,,TRUE,
meta-r-ai-learning-alliance,meta-fair,research,Ai Learning Alliance,https://ai.meta.com/blog/ai-learning-alliance/,,,TRUE,
meta-r-ai-math-theorem-proving,meta-fair,research,Ai Math Theorem Proving,https://ai.meta.com/blog/ai-math-theorem-proving/,,,TRUE,
meta-r-ai-names-colors-much-as-humans-do,meta-fair,research,Ai Names Colors Much As Humans Do,https://ai.meta.com/blog/ai-names-colors-much-as-humans-do/,,,TRUE,
meta-r-ai-now-enables-robots-to-adapt-rapidly-to-changing-real-world-conditions,meta-fair,research,Ai Now Enables Robots To Adapt Rapidly To Changing Real World Conditions,https://ai.meta.com/blog/ai-now-enables-robots-to-adapt-rapidly-to-changing-real-world-conditions/,,,TRUE,
meta-r-ai-powered-audio-compression-technique,meta-fair,research,Ai Powered Audio Compression Technique,https://ai.meta.com/blog/ai-powered-audio-compression-technique/,,,TRUE,
meta-r-ai-predicts-effective-drug-combinations-to-fight-complex-diseases-faster,meta-fair,research,Ai Predicts Effective Drug Combinations To Fight Complex Diseases Faster,https://ai.meta.com/blog/ai-predicts-effective-drug-combinations-to-fight-complex-diseases-faster/,,,TRUE,
meta-r-ai-recap-2019-f8,meta-fair,research,Ai Recap 2019 F8,https://ai.meta.com/blog/ai-recap-2019-f8/,,,TRUE,
meta-r-ai-rsc,meta-fair,research,Ai Rsc,https://ai.meta.com/blog/ai-rsc/,,,TRUE,
meta-r-ai-self-supervised-learning-data2vec,meta-fair,research,Ai Self Supervised Learning Data2Vec,https://ai.meta.com/blog/ai-self-supervised-learning-data2vec/,,,TRUE,
meta-r-ai-speech-brain-activity,meta-fair,research,Ai Speech Brain Activity,https://ai.meta.com/blog/ai-speech-brain-activity/,,,TRUE,
meta-r-ai-studio-open-source-framework-for-ai-development,meta-fair,research,Ai Studio Open Source Framework For Ai Development,https://ai.meta.com/blog/ai-studio-open-source-framework-for-ai-development/,,,TRUE,
meta-r-ai-that-understands-speech-by-looking-as-well-as-hearing,meta-fair,research,Ai That Understands Speech By Looking As Well As Hearing,https://ai.meta.com/blog/ai-that-understands-speech-by-looking-as-well-as-hearing/,,,TRUE,
meta-r-ai-translation-hokkien,meta-fair,research,Ai Translation Hokkien,https://ai.meta.com/blog/ai-translation-hokkien/,,,TRUE,
meta-r-ai-unconnected-content-recommendations-facebook-instagram,meta-fair,research,Ai Unconnected Content Recommendations Facebook Instagram,https://ai.meta.com/blog/ai-unconnected-content-recommendations-facebook-instagram/,,,TRUE,
meta-r-aitomatic-built-with-llama,meta-fair,research,Aitomatic Built With Llama,https://ai.meta.com/blog/aitomatic-built-with-llama/,,,TRUE,
meta-r-alex-berg-receives-ieee-helmholtz-prize-at-iccv,meta-fair,research,Alex Berg Receives Ieee Helmholtz Prize At Iccv,https://ai.meta.com/blog/alex-berg-receives-ieee-helmholtz-prize-at-iccv/,,,TRUE,
meta-r-alta-daily-fashion-app-segment-anything,meta-fair,research,Alta Daily Fashion App Segment Anything,https://ai.meta.com/blog/alta-daily-fashion-app-segment-anything/,,,TRUE,
meta-r-altana-value-chain-management-llama,meta-fair,research,Altana Value Chain Management Llama,https://ai.meta.com/blog/altana-value-chain-management-llama/,,,TRUE,
meta-r-analyzing-pretraining-approaches-for-vision-and-language-tasks,meta-fair,research,Analyzing Pretraining Approaches For Vision And Language Tasks,https://ai.meta.com/blog/analyzing-pretraining-approaches-for-vision-and-language-tasks/,,,TRUE,
meta-r-announcing-mmf-a-framework-for-multimodal-ai-models,meta-fair,research,Announcing Mmf A Framework For Multimodal Ai Models,https://ai.meta.com/blog/announcing-mmf-a-framework-for-multimodal-ai-models/,,,TRUE,
meta-r-announcing-new-research-awards-in-nlp-and-machine-translation,meta-fair,research,Announcing New Research Awards In Nlp And Machine Translation,https://ai.meta.com/blog/announcing-new-research-awards-in-nlp-and-machine-translation/,,,TRUE,
meta-r-announcing-the-winners-of-the-computer-vision-for-global-challenges-research-awards,meta-fair,research,Announcing The Winners Of The Computer Vision For Global Challenges Research Awards,https://ai.meta.com/blog/announcing-the-winners-of-the-computer-vision-for-global-challenges-research-awards/,,,TRUE,
meta-r-anticipative-video-transformer-improving-ais-ability-to-predict-whats-next-in-a-video,meta-fair,research,Anticipative Video Transformer Improving Ais Ability To Predict Whats Next In A Video,https://ai.meta.com/blog/anticipative-video-transformer-improving-ais-ability-to-predict-whats-next-in-a-video/,,,TRUE,
meta-r-ar-net-a-simple-autoregressive-neural-network-for-time-series,meta-fair,research,Ar Net A Simple Autoregressive Neural Network For Time Series,https://ai.meta.com/blog/ar-net-a-simple-autoregressive-neural-network-for-time-series/,,,TRUE,
meta-r-aria-gen-2-research-glasses-under-the-hood-reality-labs,meta-fair,research,Aria Gen 2 Research Glasses Under The Hood Reality Labs,https://ai.meta.com/blog/aria-gen-2-research-glasses-under-the-hood-reality-labs/,,,TRUE,
meta-r-aroma-ml-for-code-recommendation,meta-fair,research,Aroma Ml For Code Recommendation,https://ai.meta.com/blog/aroma-ml-for-code-recommendation/,,,TRUE,
meta-r-assessing-fairness-of-our-products-while-protecting-peoples-privacy,meta-fair,research,Assessing Fairness Of Our Products While Protecting Peoples Privacy,https://ai.meta.com/blog/assessing-fairness-of-our-products-while-protecting-peoples-privacy/,,,TRUE,
meta-r-asynchronous-federated-learning,meta-fair,research,Asynchronous Federated Learning,https://ai.meta.com/blog/asynchronous-federated-learning/,,,TRUE,
meta-r-audiobox-generating-audio-voice-natural-language-prompts,meta-fair,research,Audiobox Generating Audio Voice Natural Language Prompts,https://ai.meta.com/blog/audiobox-generating-audio-voice-natural-language-prompts/,,,TRUE,
meta-r-audiocraft-musicgen-audiogen-encodec-generative-ai-audio,meta-fair,research,Audiocraft Musicgen Audiogen Encodec Generative Ai Audio,https://ai.meta.com/blog/audiocraft-musicgen-audiogen-encodec-generative-ai-audio/,,,TRUE,
meta-r-audiovisual-self-supervised-representation-learning,meta-fair,research,Audiovisual Self Supervised Representation Learning,https://ai.meta.com/blog/audiovisual-self-supervised-representation-learning/,,,TRUE,
meta-r-augly-a-new-data-augmentation-library-to-help-build-more-robust-ai-models,meta-fair,research,Augly A New Data Augmentation Library To Help Build More Robust Ai Models,https://ai.meta.com/blog/augly-a-new-data-augmentation-library-to-help-build-more-robust-ai-models/,,,TRUE,
meta-r-aws-program-startups-build-with-llama,meta-fair,research,Aws Program Startups Build With Llama,https://ai.meta.com/blog/aws-program-startups-build-with-llama/,,,TRUE,
meta-r-billion-scale-semi-supervised-learning,meta-fair,research,Billion Scale Semi Supervised Learning,https://ai.meta.com/blog/billion-scale-semi-supervised-learning/,,,TRUE,
meta-r-bimedix-built-with-llama,meta-fair,research,Bimedix Built With Llama,https://ai.meta.com/blog/bimedix-built-with-llama/,,,TRUE,
meta-r-blended-labs-ai-driven-schools-with-llama,meta-fair,research,Blended Labs Ai Driven Schools With Llama,https://ai.meta.com/blog/blended-labs-ai-driven-schools-with-llama/,,,TRUE,
meta-r-blender-bot-2-an-open-source-chatbot-that-builds-long-term-memory-and-searches-the-internet,meta-fair,research,Blender Bot 2 An Open Source Chatbot That Builds Long Term Memory And Searches The Internet,https://ai.meta.com/blog/blender-bot-2-an-open-source-chatbot-that-builds-long-term-memory-and-searches-the-internet/,,,TRUE,
meta-r-blenderbot-3-a-175b-parameter-publicly-available-chatbot-that-improves-its-skills-and-safety-over-time,meta-fair,research,Blenderbot 3 A 175B Parameter Publicly Available Chatbot That Improves Its Skills And Safety Over Time,https://ai.meta.com/blog/blenderbot-3-a-175b-parameter-publicly-available-chatbot-that-improves-its-skills-and-safety-over-time/,,,TRUE,
meta-r-brain-ai-image-decoding-meg-magnetoencephalography,meta-fair,research,Brain Ai Image Decoding Meg Magnetoencephalography,https://ai.meta.com/blog/brain-ai-image-decoding-meg-magnetoencephalography/,,,TRUE,
meta-r-brain-ai-research-human-communication,meta-fair,research,Brain Ai Research Human Communication,https://ai.meta.com/blog/brain-ai-research-human-communication/,,,TRUE,
meta-r-brightheart-transforms-fetal-heart-screenings-dinov2,meta-fair,research,Brightheart Transforms Fetal Heart Screenings Dinov2,https://ai.meta.com/blog/brightheart-transforms-fetal-heart-screenings-dinov2/,,,TRUE,
meta-r-building-3d-deep-learning-models-with-pytorch3d,meta-fair,research,Building 3D Deep Learning Models With Pytorch3D,https://ai.meta.com/blog/building-3d-deep-learning-models-with-pytorch3d/,,,TRUE,
meta-r-building-a-conversational-parser-for-on-device-voice-assistants,meta-fair,research,Building A Conversational Parser For On Device Voice Assistants,https://ai.meta.com/blog/building-a-conversational-parser-for-on-device-voice-assistants/,,,TRUE,
meta-r-building-ai-that-can-master-complex-cooperative-games-with-hidden-information,meta-fair,research,Building Ai That Can Master Complex Cooperative Games With Hidden Information,https://ai.meta.com/blog/building-ai-that-can-master-complex-cooperative-games-with-hidden-information/,,,TRUE,
meta-r-building-ai-that-can-understand-variation-in-the-world-around-us,meta-fair,research,Building Ai That Can Understand Variation In The World Around Us,https://ai.meta.com/blog/building-ai-that-can-understand-variation-in-the-world-around-us/,,,TRUE,
meta-r-building-ai-to-inform-peoples-fashion-choice,meta-fair,research,Building Ai To Inform Peoples Fashion Choice,https://ai.meta.com/blog/building-ai-to-inform-peoples-fashion-choice/,,,TRUE,
meta-r-building-richer-real-world-data-sets-to-push-conversational-research-forward,meta-fair,research,Building Richer Real World Data Sets To Push Conversational Research Forward,https://ai.meta.com/blog/building-richer-real-world-data-sets-to-push-conversational-research-forward/,,,TRUE,
meta-r-building-systems-to-reason-securely-over-private-data,meta-fair,research,Building Systems To Reason Securely Over Private Data,https://ai.meta.com/blog/building-systems-to-reason-securely-over-private-data/,,,TRUE,
meta-r-building-with-ai-across-all-of-meta,meta-fair,research,Building With Ai Across All Of Meta,https://ai.meta.com/blog/building-with-ai-across-all-of-meta/,,,TRUE,
meta-r-built-with-llama-infosys,meta-fair,research,Built With Llama Infosys,https://ai.meta.com/blog/built-with-llama-infosys/,,,TRUE,
meta-r-built-with-llama-writesea-fynopsis-srimoyee-mukhopadhyay-united-states-economy,meta-fair,research,Built With Llama Writesea Fynopsis Srimoyee Mukhopadhyay United States Economy,https://ai.meta.com/blog/built-with-llama-writesea-fynopsis-srimoyee-mukhopadhyay-united-states-economy/,,,TRUE,
meta-r-captum-and-fiddler-partner-to-improve-explainable-ai,meta-fair,research,Captum And Fiddler Partner To Improve Explainable Ai,https://ai.meta.com/blog/captum-and-fiddler-partner-to-improve-explainable-ai/,,,TRUE,
meta-r-casual-conversations-v2-dataset-measure-fairness,meta-fair,research,Casual Conversations V2 Dataset Measure Fairness,https://ai.meta.com/blog/casual-conversations-v2-dataset-measure-fairness/,,,TRUE,
meta-r-ccmatrix-a-billion-scale-bitext-data-set-for-training-translation-models,meta-fair,research,Ccmatrix A Billion Scale Bitext Data Set For Training Translation Models,https://ai.meta.com/blog/ccmatrix-a-billion-scale-bitext-data-set-for-training-translation-models/,,,TRUE,
meta-r-cicero-ai-negotiates-persuades-and-cooperates-with-people,meta-fair,research,Cicero Ai Negotiates Persuades And Cooperates With People,https://ai.meta.com/blog/cicero-ai-negotiates-persuades-and-cooperates-with-people/,,,TRUE,
meta-r-code-llama-large-language-model-coding,meta-fair,research,Code Llama Large Language Model Coding,https://ai.meta.com/blog/code-llama-large-language-model-coding/,,,TRUE,
meta-r-codegpt-built-with-llama,meta-fair,research,Codegpt Built With Llama,https://ai.meta.com/blog/codegpt-built-with-llama/,,,TRUE,
meta-r-codeium-ai-coding-assistant-llama,meta-fair,research,Codeium Ai Coding Assistant Llama,https://ai.meta.com/blog/codeium-ai-coding-assistant-llama/,,,TRUE,
meta-r-collaborating-on-the-future-of-ai-governance-in-the-eu-and-around-the-world,meta-fair,research,Collaborating On The Future Of Ai Governance In The Eu And Around The World,https://ai.meta.com/blog/collaborating-on-the-future-of-ai-governance-in-the-eu-and-around-the-world/,,,TRUE,
meta-r-combining-acoustic-and-language-model-training-for-speech-recognition,meta-fair,research,Combining Acoustic And Language Model Training For Speech Recognition,https://ai.meta.com/blog/combining-acoustic-and-language-model-training-for-speech-recognition/,,,TRUE,
meta-r-commercemm-a-new-approach-to-multimodal-understanding-for-online-shopping,meta-fair,research,Commercemm A New Approach To Multimodal Understanding For Online Shopping,https://ai.meta.com/blog/commercemm-a-new-approach-to-multimodal-understanding-for-online-shopping/,,,TRUE,
meta-r-common-objects-in-3d-dataset-for-3d-reconstruction,meta-fair,research,Common Objects In 3D Dataset For 3D Reconstruction,https://ai.meta.com/blog/common-objects-in-3d-dataset-for-3d-reconstruction/,,,TRUE,
meta-r-community-standards-report,meta-fair,research,Community Standards Report,https://ai.meta.com/blog/community-standards-report/,,,TRUE,
meta-r-compilergym-making-compiler-optimizations-accessible-to-all,meta-fair,research,Compilergym Making Compiler Optimizations Accessible To All,https://ai.meta.com/blog/compilergym-making-compiler-optimizations-accessible-to-all/,,,TRUE,
meta-r-compressing-neural-networks-for-image-classification-and-detection,meta-fair,research,Compressing Neural Networks For Image Classification And Detection,https://ai.meta.com/blog/compressing-neural-networks-for-image-classification-and-detection/,,,TRUE,
meta-r-computer-vision-combining-transformers-and-convolutional-neural-networks,meta-fair,research,Computer Vision Combining Transformers And Convolutional Neural Networks,https://ai.meta.com/blog/computer-vision-combining-transformers-and-convolutional-neural-networks/,,,TRUE,
meta-r-cornerstone-transforming-training-llama,meta-fair,research,Cornerstone Transforming Training Llama,https://ai.meta.com/blog/cornerstone-transforming-training-llama/,,,TRUE,
meta-r-covost-v2-expanding-the-largest-most-diverse-multilingual-speech-to-text-translation-data-set,meta-fair,research,Covost V2 Expanding The Largest Most Diverse Multilingual Speech To Text Translation Data Set,https://ai.meta.com/blog/covost-v2-expanding-the-largest-most-diverse-multilingual-speech-to-text-translation-data-set/,,,TRUE,
meta-r-craftassist-platform-for-collaborative-minecraft-bots,meta-fair,research,Craftassist Platform For Collaborative Minecraft Bots,https://ai.meta.com/blog/craftassist-platform-for-collaborative-minecraft-bots/,,,TRUE,
meta-r-creating-better-virtual-backdrops-for-video-calling-remote-presence-and-ar,meta-fair,research,Creating Better Virtual Backdrops For Video Calling Remote Presence And Ar,https://ai.meta.com/blog/creating-better-virtual-backdrops-for-video-calling-remote-presence-and-ar/,,,TRUE,
meta-r-cross-lingual-pretraining,meta-fair,research,Cross Lingual Pretraining,https://ai.meta.com/blog/cross-lingual-pretraining/,,,TRUE,
meta-r-crypten-a-new-research-tool-for-secure-machine-learning-with-pytorch,meta-fair,research,Crypten A New Research Tool For Secure Machine Learning With Pytorch,https://ai.meta.com/blog/crypten-a-new-research-tool-for-secure-machine-learning-with-pytorch/,,,TRUE,
meta-r-ctrl-and-mntdp-a-new-open-source-benchmark-and-model-for-continual-learning,meta-fair,research,Ctrl And Mntdp A New Open Source Benchmark And Model For Continual Learning,https://ai.meta.com/blog/ctrl-and-mntdp-a-new-open-source-benchmark-and-model-for-continual-learning/,,,TRUE,
meta-r-cvpr-2021-award-winners,meta-fair,research,Cvpr 2021 Award Winners,https://ai.meta.com/blog/cvpr-2021-award-winners/,,,TRUE,
meta-r-d2go-brings-detectron2-to-mobile,meta-fair,research,D2Go Brings Detectron2 To Mobile,https://ai.meta.com/blog/d2go-brings-detectron2-to-mobile/,,,TRUE,
meta-r-data-distillation-makes-omni-supervised-learning-possible,meta-fair,research,Data Distillation Makes Omni Supervised Learning Possible,https://ai.meta.com/blog/data-distillation-makes-omni-supervised-learning-possible/,,,TRUE,
meta-r-data-efficient-image-transformers-a-promising-new-technique-for-image-classification,meta-fair,research,Data Efficient Image Transformers A Promising New Technique For Image Classification,https://ai.meta.com/blog/data-efficient-image-transformers-a-promising-new-technique-for-image-classification/,,,TRUE,
meta-r-deep-learning-to-translate-between-programming-languages,meta-fair,research,Deep Learning To Translate Between Programming Languages,https://ai.meta.com/blog/deep-learning-to-translate-between-programming-languages/,,,TRUE,
meta-r-deepfake-detection-challenge,meta-fair,research,Deepfake Detection Challenge,https://ai.meta.com/blog/deepfake-detection-challenge/,,,TRUE,
meta-r-deepfake-detection-challenge-aws-and-new-academics-join,meta-fair,research,Deepfake Detection Challenge Aws And New Academics Join,https://ai.meta.com/blog/deepfake-detection-challenge-aws-and-new-academics-join/,,,TRUE,
meta-r-deepfake-detection-challenge-launches-with-new-data-set-and-kaggle-site,meta-fair,research,Deepfake Detection Challenge Launches With New Data Set And Kaggle Site,https://ai.meta.com/blog/deepfake-detection-challenge-launches-with-new-data-set-and-kaggle-site/,,,TRUE,
meta-r-deepfake-detection-challenge-results-an-open-initiative-to-advance-ai,meta-fair,research,Deepfake Detection Challenge Results An Open Initiative To Advance Ai,https://ai.meta.com/blog/deepfake-detection-challenge-results-an-open-initiative-to-advance-ai/,,,TRUE,
meta-r-deepfovea-using-deep-learning-for-foveated-reconstruction-in-ar-vr,meta-fair,research,Deepfovea Using Deep Learning For Foveated Reconstruction In Ar Vr,https://ai.meta.com/blog/deepfovea-using-deep-learning-for-foveated-reconstruction-in-ar-vr/,,,TRUE,
meta-r-democratizing-acc,meta-fair,research,Democratizing Acc,https://ai.meta.com/blog/democratizing-acc/,,,TRUE,
meta-r-democratizing-access-to-large-scale-language-models-with-opt-175b,meta-fair,research,Democratizing Access To Large Scale Language Models With Opt 175B,https://ai.meta.com/blog/democratizing-access-to-large-scale-language-models-with-opt-175b/,,,TRUE,
meta-r-democratizing-conversational-ai-systems-through-new-data-sets-and-research,meta-fair,research,Democratizing Conversational Ai Systems Through New Data Sets And Research,https://ai.meta.com/blog/democratizing-conversational-ai-systems-through-new-data-sets-and-research/,,,TRUE,
meta-r-demystifying-a-key-self-supervised-learning-technique-non-contrastive-learning,meta-fair,research,Demystifying A Key Self Supervised Learning Technique Non Contrastive Learning,https://ai.meta.com/blog/demystifying-a-key-self-supervised-learning-technique-non-contrastive-learning/,,,TRUE,
meta-r-dense-pose-for-animal-classes-using-transfer-learning,meta-fair,research,Dense Pose For Animal Classes Using Transfer Learning,https://ai.meta.com/blog/dense-pose-for-animal-classes-using-transfer-learning/,,,TRUE,
