id,company,country,track,title,url,publish_date,authors,in_scope,scope_reason
lc-r-announcing-langsmith-is-now-a-transactable-offering-in-the-azure-marketplace,langchain,USA,research,Announcing LangSmith is now a transactable offering in the Azure Marketplace,https://www.langchain.com/blog/announcing-langsmith-is-now-a-transactable-offering-in-the-azure-marketplace,2024-04-24,LangChain,TRUE,
lc-r-announcing-our-10m-seed-round-led-by-benchmark,langchain,USA,research,Announcing our $10M seed round led by Benchmark,https://www.langchain.com/blog/announcing-our-10m-seed-round-led-by-benchmark,2023-04-04,LangChain,TRUE,
lc-r-announcing-the-langchain-mongodb-partnership-the-ai-agent-stack-that-runs-on-the-database-you-already-trust,langchain,USA,research,Announcing the LangChain + MongoDB Partnership: The AI Agent Stack That Runs On The Database You Already Trust,https://www.langchain.com/blog/announcing-the-langchain-mongodb-partnership-the-ai-agent-stack-that-runs-on-the-database-you-already-trust,2026-03-31,LangChain,TRUE,
lc-r-applying-openai-rag,langchain,USA,research,Applying OpenAI's RAG Strategies,https://www.langchain.com/blog/applying-openai-rag,2023-11-17,LangChain,TRUE,
lc-r-arcade-dev-tools-now-in-langsmith-fleet,langchain,USA,research,Arcade.dev tools now in LangSmith Fleet,https://www.langchain.com/blog/arcade-dev-tools-now-in-langsmith-fleet,2026-04-07,LangChain,TRUE,
lc-r-assistant-ui,langchain,USA,research,Build stateful conversational AI agents with LangGraph and assistant-ui,https://www.langchain.com/blog/assistant-ui,2024-09-11,LangChain,TRUE,
lc-r-asssistant-editor,langchain,USA,research,Introducing Assistant Editor for configuring agents in LangGraph Studio,https://www.langchain.com/blog/asssistant-editor,2024-09-25,LangChain,TRUE,
lc-r-async-api,langchain,USA,research,Async Support in LangChain,https://www.langchain.com/blog/async-api,2023-02-08,LangChain,TRUE,
lc-r-auto-eval-of-question-answering-tasks,langchain,USA,research,Auto-Eval of Question-Answering Tasks,https://www.langchain.com/blog/auto-eval-of-question-answering-tasks,2023-04-15,LangChain,TRUE,
lc-r-auto-evaluation-of-anthropic-100k-context-window,langchain,USA,research,Auto-Evaluation of Anthropic 100k Context Window,https://www.langchain.com/blog/auto-evaluation-of-anthropic-100k-context-window,2023-05-16,LangChain,TRUE,
lc-r-auto-evaluator-opportunities,langchain,USA,research,Auto-Evaluator Opportunities,https://www.langchain.com/blog/auto-evaluator-opportunities,2023-05-01,LangChain,TRUE,
lc-r-automating-web-research,langchain,USA,research,Automating Web Research,https://www.langchain.com/blog/automating-web-research,2023-07-26,LangChain,TRUE,
lc-r-autonomous-context-compression,langchain,USA,research,Autonomous context compression,https://www.langchain.com/blog/autonomous-context-compression,2026-03-11,LangChain,TRUE,
lc-r-aws-marketplace-july-2025-announce,langchain,USA,research,LangSmith and LangGraph Platform are now available in AWS Marketplace,https://www.langchain.com/blog/aws-marketplace-july-2025-announce,2025-07-16,LangChain,TRUE,
lc-r-bcg-x-releases-agentkit-a-full-stack-starter-kit-for-building-constrained-agents,langchain,USA,research,"BCG X Releases AgentKit, a Full-Stack Starter Kit for Building Constrained Agents",https://www.langchain.com/blog/bcg-x-releases-agentkit-a-full-stack-starter-kit-for-building-constrained-agents,2024-02-12,LangChain,TRUE,
lc-r-benchmarking-agent-tool-use,langchain,USA,research,Benchmarking Agent Tool Use,https://www.langchain.com/blog/benchmarking-agent-tool-use,2023-12-19,LangChain,TRUE,
lc-r-benchmarking-multi-agent-architectures,langchain,USA,research,Benchmarking Multi-Agent Architectures,https://www.langchain.com/blog/benchmarking-multi-agent-architectures,2025-06-10,LangChain,TRUE,
lc-r-benchmarking-question-answering-over-csv-data,langchain,USA,research,Benchmarking Question/Answering Over CSV Data,https://www.langchain.com/blog/benchmarking-question-answering-over-csv-data,2023-08-14,LangChain,TRUE,
lc-r-benchmarking-rag-on-tables,langchain,USA,research,Benchmarking RAG on tables,https://www.langchain.com/blog/benchmarking-rag-on-tables,2023-12-13,LangChain,TRUE,
lc-r-better-harness-a-recipe-for-harness-hill-climbing-with-evals,langchain,USA,research,Better Harness: A Recipe for Harness Hill-Climbing with Evals,https://www.langchain.com/blog/better-harness-a-recipe-for-harness-hill-climbing-with-evals,2026-04-08,LangChain,TRUE,
lc-r-beyond-rag-implementing-agent-search-with-langgraph-for-smarter-knowledge-retrieval,langchain,USA,research,Beyond RAG: Implementing Agent Search with LangGraph for Smarter Knowledge Retrieval,https://www.langchain.com/blog/beyond-rag-implementing-agent-search-with-langgraph-for-smarter-knowledge-retrieval,2025-02-22,LangChain,TRUE,
lc-r-beyond-text-making-genai-applications-accessible-to-all,langchain,USA,research,Beyond Text: Making GenAI Applications Accessible to All,https://www.langchain.com/blog/beyond-text-making-genai-applications-accessible-to-all,2023-10-23,LangChain,TRUE,
lc-r-bringing-free-oss-models-to-the-playground-with-fireworks-ai,langchain,USA,research,Bringing Free OSS Models to the Playground with Fireworks AI,https://www.langchain.com/blog/bringing-free-oss-models-to-the-playground-with-fireworks-ai,2023-10-02,LangChain,TRUE,
lc-r-building-chat-langchain-2,langchain,USA,research,Building Chat LangChain,https://www.langchain.com/blog/building-chat-langchain-2,2023-09-27,LangChain,TRUE,
lc-r-building-langgraph,langchain,USA,research,Building LangGraph: Designing an Agent Runtime from first principles,https://www.langchain.com/blog/building-langgraph,2025-09-04,LangChain,TRUE,
lc-r-building-llm-powered-web-apps-with-client-side-technology,langchain,USA,research,Building LLM-Powered Web Apps with Client-Side Technology,https://www.langchain.com/blog/building-llm-powered-web-apps-with-client-side-technology,2023-10-13,LangChain,TRUE,
lc-r-building-multi-agent-applications-with-deep-agents,langchain,USA,research,Building Multi-Agent Applications with Deep Agents,https://www.langchain.com/blog/building-multi-agent-applications-with-deep-agents,2026-01-21,LangChain,TRUE,
lc-r-callbacks,langchain,USA,research,Callbacks Improvements,https://www.langchain.com/blog/callbacks,2023-05-01,LangChain,TRUE,
lc-r-captide,langchain,USA,research,How Captide agents running on LangGraph Platform compress investment research from days to seconds,https://www.langchain.com/blog/captide,2025-06-24,LangChain,TRUE,
lc-r-chat-loaders-finetune-a-chatmodel-in-your-voice,langchain,USA,research,Chat Loaders: Fine-tune a ChatModel in your Voice,https://www.langchain.com/blog/chat-loaders-finetune-a-chatmodel-in-your-voice,2023-08-25,LangChain,TRUE,
lc-r-chat-models,langchain,USA,research,Chat Models,https://www.langchain.com/blog/chat-models,2023-03-06,LangChain,TRUE,
lc-r-chat-with-your-data-using-openai-pinecone-airbyte-langchain,langchain,USA,research,"Chat with your data using OpenAI, Pinecone, Airbyte and Langchain",https://www.langchain.com/blog/chat-with-your-data-using-openai-pinecone-airbyte-langchain,2023-08-08,LangChain,TRUE,
lc-r-chat-your-data-challenge,langchain,USA,research,Chat-Your-Data Challenge,https://www.langchain.com/blog/chat-your-data-challenge,2023-02-06,LangChain,TRUE,
lc-r-chat-your-data-submissions,langchain,USA,research,Chat-Your-Data Submissions,https://www.langchain.com/blog/chat-your-data-submissions,2023-02-13,LangChain,TRUE,
lc-r-chatopensource-x-langchain-the-future-is-fine-tuning-2,langchain,USA,research,Boost Your Bottom Line and Performance: OpenAI’s 3.5T Fine-Tuning with LangSmith,https://www.langchain.com/blog/chatopensource-x-langchain-the-future-is-fine-tuning-2,2023-08-29,LangChain,TRUE,
lc-r-choosing-the-right-multi-agent-architecture,langchain,USA,research,Choosing the Right Multi-Agent Architecture,https://www.langchain.com/blog/choosing-the-right-multi-agent-architecture,2026-01-14,LangChain,TRUE,
lc-r-cisco-outshift,langchain,USA,research,How Outshift by Cisco achieved a 10x productivity boost with their Agentic AI Platform Engineer,https://www.langchain.com/blog/cisco-outshift,2025-05-04,LangChain,TRUE,
lc-r-code-execution-with-langgraph,langchain,USA,research,LangGraph for Code Generation,https://www.langchain.com/blog/code-execution-with-langgraph,2024-02-27,LangChain,TRUE,
lc-r-code-interpreter-api,langchain,USA,research,Code Interpreter API,https://www.langchain.com/blog/code-interpreter-api,2023-07-16,LangChain,TRUE,
lc-r-command-a-new-tool-for-multi-agent-architectures-in-langgraph,langchain,USA,research,Command: A new tool for building multi-agent architectures in LangGraph,https://www.langchain.com/blog/command-a-new-tool-for-multi-agent-architectures-in-langgraph,2024-12-10,LangChain,TRUE,
lc-r-communication-is-all-you-need,langchain,USA,research,Communication is all you need,https://www.langchain.com/blog/communication-is-all-you-need,2024-10-26,LangChain,TRUE,
lc-r-composio-swekit,langchain,USA,research,Composio’s SWE agent advances open-source on SweBench with a 48.6% score using LangGraph and LangSmith,https://www.langchain.com/blog/composio-swekit,2024-11-11,LangChain,TRUE,
lc-r-constructing-knowledge-graphs-from-text-using-openai-functions,langchain,USA,research,Constructing knowledge graphs from text using OpenAI functions: Leveraging knowledge graphs to power LangChain Applications,https://www.langchain.com/blog/constructing-knowledge-graphs-from-text-using-openai-functions,2023-10-19,LangChain,TRUE,
lc-r-context-engineering-for-agents,langchain,USA,research,Context Engineering,https://www.langchain.com/blog/context-engineering-for-agents,2025-07-02,LangChain,TRUE,
lc-r-context-management-for-deepagents,langchain,USA,research,Context Management for Deep Agents,https://www.langchain.com/blog/context-management-for-deepagents,2026-01-28,LangChain,TRUE,
lc-r-continual-learning-for-ai-agents,langchain,USA,research,Continual learning for AI agents,https://www.langchain.com/blog/continual-learning-for-ai-agents,2026-04-05,LangChain,TRUE,
lc-r-conversational-retrieval-agents,langchain,USA,research,Conversational Retrieval Agents,https://www.langchain.com/blog/conversational-retrieval-agents,2023-08-03,LangChain,TRUE,
lc-r-cube-x-langchain-building-ai-experiences-with-llms-and-the-semantic-layer,langchain,USA,research,Cube x LangChain: Building AI experiences with LLMs and the semantic layer,https://www.langchain.com/blog/cube-x-langchain-building-ai-experiences-with-llms-and-the-semantic-layer,2023-08-23,LangChain,TRUE,
lc-r-custom-agents,langchain,USA,research,Custom Agents,https://www.langchain.com/blog/custom-agents,2023-04-03,LangChain,TRUE,
lc-r-custom-authentication-and-access-control-in-langgraph,langchain,USA,research,Custom Authentication and Access Control for LangGraph Platform,https://www.langchain.com/blog/custom-authentication-and-access-control-in-langgraph,2024-12-19,LangChain,TRUE,
lc-r-customer-bertelsmann,langchain,USA,research,How Bertelsmann Built a Multi-Agent System to Empower Creatives,https://www.langchain.com/blog/customer-bertelsmann,2025-07-29,LangChain,TRUE,
lc-r-customers-abu-dhabi-government,langchain,USA,research,"TAMM AI Assistant: Transforming Government Services in Abu Dhabi with LangChain and LangGraph""",https://www.langchain.com/blog/customers-abu-dhabi-government,2025-04-15,LangChain,TRUE,
lc-r-customers-acxiom,langchain,USA,research,Acxiom's use of LangSmith for enhanced audience segmentation,https://www.langchain.com/blog/customers-acxiom,2025-01-12,LangChain,TRUE,
lc-r-customers-airtop,langchain,USA,research,How Airtop built web-automation for AI agents powered by the LangChain ecosystem,https://www.langchain.com/blog/customers-airtop,2024-11-26,LangChain,TRUE,
lc-r-customers-appfolio,langchain,USA,research,"How AppFolio transformed property management workflows with Realm-X, built using LangGraph and LangSmith",https://www.langchain.com/blog/customers-appfolio,2024-12-16,LangChain,TRUE,
lc-r-customers-athena-intelligence,langchain,USA,research,"How Athena Intelligence optimized research reports with LangSmith, LangChain, and LangGraph",https://www.langchain.com/blog/customers-athena-intelligence,2024-07-21,LangChain,TRUE,
lc-r-customers-chrobinson,langchain,USA,research,How C.H. Robinson is transforming the logistics industry with LangChain,https://www.langchain.com/blog/customers-chrobinson,2025-03-10,LangChain,TRUE,
lc-r-customers-cleric,langchain,USA,research,How Cleric’s AI SRE leveled up with continuous learning through LangSmith,https://www.langchain.com/blog/customers-cleric,2024-12-02,LangChain,TRUE,
lc-r-customers-definely,langchain,USA,research,Why Definely chose LangGraph for building their multi-agent AI system,https://www.langchain.com/blog/customers-definely,2025-04-07,LangChain,TRUE,
lc-r-customers-docentpro,langchain,USA,research,How DocentPro Built a Multi-Agent Travel Companion with LangGraph,https://www.langchain.com/blog/customers-docentpro,2025-04-29,LangChain,TRUE,
lc-r-customers-dun-bradstreet,langchain,USA,research,"How Dun & Bradstreet’s ChatD&B™ uses LangChain and LangSmith to deliver trusted, data-driven AI insights",https://www.langchain.com/blog/customers-dun-bradstreet,2024-11-18,LangChain,TRUE,
lc-r-customers-factory,langchain,USA,research,How Factory used LangSmith to automate their feedback loop and improve iteration speed by 2x,https://www.langchain.com/blog/customers-factory,2024-06-19,LangChain,TRUE,
lc-r-customers-harmonic,langchain,USA,research,How Harmonic built an investment agent with LangGraph and LangSmith— so VCs can focus on founders,https://www.langchain.com/blog/customers-harmonic,2025-04-13,LangChain,TRUE,
lc-r-customers-inconvo,langchain,USA,research,How Inconvo is improving customer-facing analytics with conversational AI built on LangGraph,https://www.langchain.com/blog/customers-inconvo,2025-03-19,LangChain,TRUE,
lc-r-customers-infor,langchain,USA,research,How Infor is Transforming Enterprise AI using LangGraph and LangSmith,https://www.langchain.com/blog/customers-infor,2025-02-05,LangChain,TRUE,
lc-r-customers-jimdo,langchain,USA,research,How Jimdo empower solopreneurs with AI-powered business assistance,https://www.langchain.com/blog/customers-jimdo,2025-11-19,LangChain,TRUE,
lc-r-customers-kensho,langchain,USA,research,How Kensho built a multi-agent framework with LangGraph to solve trusted financial data retrieval,https://www.langchain.com/blog/customers-kensho,2026-03-26,LangChain,TRUE,
lc-r-customers-klarna,langchain,USA,research,How Klarna's AI assistant redefined customer support at scale for 85 million active users,https://www.langchain.com/blog/customers-klarna,2025-02-12,LangChain,TRUE,
lc-r-customers-lovable,langchain,USA,research,How Lovable uses LangSmith to debug & monitor agents in production,https://www.langchain.com/blog/customers-lovable,2025-03-25,LangChain,TRUE,
lc-r-customers-monday,langchain,USA,research,monday Service + LangSmith: Building a Code-First Evaluation Strategy from Day 1,https://www.langchain.com/blog/customers-monday,2026-02-18,LangChain,TRUE,
lc-r-customers-monte-carlo,langchain,USA,research,Monte Carlo: Building Data + AI Observability Agents with LangGraph and LangSmith,https://www.langchain.com/blog/customers-monte-carlo,2025-09-10,LangChain,TRUE,
lc-r-customers-mufgbank,langchain,USA,research,How MUFG Bank increased sales efficiency by 10x with LangChain,https://www.langchain.com/blog/customers-mufgbank,2025-02-26,LangChain,TRUE,
lc-r-customers-new-computer,langchain,USA,research,Improving Memory Retrieval: How New Computer achieved 50% higher recall with LangSmith,https://www.langchain.com/blog/customers-new-computer,2024-07-02,LangChain,TRUE,
lc-r-customers-openrecovery,langchain,USA,research,OpenRecovery: Transforming addiction recovery with LangGraph Platform,https://www.langchain.com/blog/customers-openrecovery,2024-10-03,LangChain,TRUE,
lc-r-customers-paradigm,langchain,USA,research,How Paradigm runs and monitors thousands of agents in parallel with LangChain and LangSmith,https://www.langchain.com/blog/customers-paradigm,2024-09-04,LangChain,TRUE,
lc-r-customers-podium,langchain,USA,research,How Podium optimized agent behavior and reduced engineering intervention by 90% with LangSmith,https://www.langchain.com/blog/customers-podium,2024-08-15,LangChain,TRUE,
lc-r-customers-rakuten,langchain,USA,research,Rakuten Group builds with LangChain and LangSmith to deliver premium products for its business clients and employees,https://www.langchain.com/blog/customers-rakuten,2024-02-14,LangChain,TRUE,
lc-r-customers-remote,langchain,USA,research,How Remote uses LangChain and LangGraph to onboard thousands of customers with AI,https://www.langchain.com/blog/customers-remote,2026-01-19,LangChain,TRUE,
lc-r-customers-replit,langchain,USA,research,Pushing LangSmith to new limits with Replit Agent's complex workflows,https://www.langchain.com/blog/customers-replit,2024-09-26,LangChain,TRUE,
lc-r-customers-rexera,langchain,USA,research,How Rexera’s AI agents drive quality control with LangGraph,https://www.langchain.com/blog/customers-rexera,2024-10-09,LangChain,TRUE,
lc-r-customers-servicenow,langchain,USA,research,How ServiceNow uses LangSmith to get visibility into its customer success agents,https://www.langchain.com/blog/customers-servicenow,2025-11-17,LangChain,TRUE,
lc-r-customers-tradestack,langchain,USA,research,How Tradestack launched their MVP in 6 weeks using LangGraph Cloud,https://www.langchain.com/blog/customers-tradestack,2024-09-25,LangChain,TRUE,
lc-r-customers-trellix,langchain,USA,research,How Trellix cut log parsing time from days to minutes with LangGraph Studio and LangSmith,https://www.langchain.com/blog/customers-trellix,2025-04-21,LangChain,TRUE,
lc-r-customers-vizient,langchain,USA,research,How Vizient empowers healthcare providers with reliable GenAI insights using LangGraph and LangSmith,https://www.langchain.com/blog/customers-vizient,2025-02-10,LangChain,TRUE,
lc-r-customers-vodafone,langchain,USA,research,Vodafone transforms data operations with AI using LangChain and LangGraph,https://www.langchain.com/blog/customers-vodafone,2025-03-23,LangChain,TRUE,
lc-r-customers-vodafone-italy,langchain,USA,research,Fastweb + Vodafone: Transforming Customer Experience with AI Agents using LangGraph and LangSmith,https://www.langchain.com/blog/customers-vodafone-italy,2025-12-16,LangChain,TRUE,
lc-r-customers-webtoon,langchain,USA,research,How Webtoon Entertainment built agentic workflows with LangGraph to scale story understanding,https://www.langchain.com/blog/customers-webtoon,2025-05-19,LangChain,TRUE,
lc-r-customers-wordsmith,langchain,USA,research,"LangSmith for the full product lifecycle: How Wordsmith quickly builds, debugs, and evaluates LLM performance in production",https://www.langchain.com/blog/customers-wordsmith,2024-07-08,LangChain,TRUE,
lc-r-data-driven-characters,langchain,USA,research,Data-Driven Characters,https://www.langchain.com/blog/data-driven-characters,2023-06-19,LangChain,TRUE,
lc-r-data-viz-agent,langchain,USA,research,Building a Data Visualization Agent with LangGraph Cloud,https://www.langchain.com/blog/data-viz-agent,2024-09-12,LangChain,TRUE,
lc-r-dataherald,langchain,USA,research,How Dataherald Makes Natural Language to SQL Easy,https://www.langchain.com/blog/dataherald,2024-02-14,LangChain,TRUE,
lc-r-dataset-schemas,langchain,USA,research,Dataset schemas for fast and iterative data curation in LangSmith,https://www.langchain.com/blog/dataset-schemas,2024-07-31,LangChain,TRUE,
lc-r-debugging-deep-agents-with-langsmith,langchain,USA,research,Debugging Deep Agents with LangSmith,https://www.langchain.com/blog/debugging-deep-agents-with-langsmith,2025-12-10,LangChain,TRUE,
lc-r-deconstructing-rag,langchain,USA,research,Deconstructing RAG,https://www.langchain.com/blog/deconstructing-rag,2023-11-30,LangChain,TRUE,
lc-r-deep-agents,langchain,USA,research,Deep Agents,https://www.langchain.com/blog/deep-agents,2025-07-30,LangChain,TRUE,
lc-r-deep-agents-deploy-an-open-alternative-to-claude-managed-agents,langchain,USA,research,Deep Agents Deploy: an open alternative to Claude Managed Agents,https://www.langchain.com/blog/deep-agents-deploy-an-open-alternative-to-claude-managed-agents,2026-04-09,LangChain,TRUE,
lc-r-deep-agents-v0-5,langchain,USA,research,Deep Agents v0.5,https://www.langchain.com/blog/deep-agents-v0-5,2026-04-07,LangChain,TRUE,
lc-r-documentation-refresh-for-langchain-v0-2,langchain,USA,research,Documentation Refresh for LangChain v0.2,https://www.langchain.com/blog/documentation-refresh-for-langchain-v0-2,2024-05-20,LangChain,TRUE,
lc-r-dosu-langsmith-no-prompt-eng,langchain,USA,research,How Dosu Used LangSmith to Achieve a 30% Accuracy Improvement with No Prompt Engineering,https://www.langchain.com/blog/dosu-langsmith-no-prompt-eng,2024-05-02,LangChain,TRUE,
lc-r-doubling-down-on-deepagents,langchain,USA,research,Doubling down on Deep Agents,https://www.langchain.com/blog/doubling-down-on-deepagents,2025-10-28,LangChain,TRUE,
lc-r-easier-evaluations-with-langsmith-sdk-v0-2,langchain,USA,research,Easier evaluations with LangSmith SDK v0.2,https://www.langchain.com/blog/easier-evaluations-with-langsmith-sdk-v0-2,2024-12-05,LangChain,TRUE,
lc-r-eden-ai-x-langchain,langchain,USA,research,"Eden AI x LangChain: Harnessing LLMs, Embeddings, and AI",https://www.langchain.com/blog/eden-ai-x-langchain,2023-09-21,LangChain,TRUE,
lc-r-empowering-development-with-flowtestai,langchain,USA,research,Empowering Development with FlowTestAI: Bridging APIs and LLMs for Enhanced Testing and Privacy,https://www.langchain.com/blog/empowering-development-with-flowtestai,2024-04-22,LangChain,TRUE,
lc-r-end-to-end-opentelemetry-langsmith,langchain,USA,research,Introducing End-to-End OpenTelemetry Support in LangSmith,https://www.langchain.com/blog/end-to-end-opentelemetry-langsmith,2025-03-26,LangChain,TRUE,
lc-r-enhancing-rag-based-applications-accuracy-by-constructing-and-leveraging-knowledge-graphs,langchain,USA,research,Enhancing RAG-based application accuracy by constructing and leveraging knowledge graphs,https://www.langchain.com/blog/enhancing-rag-based-applications-accuracy-by-constructing-and-leveraging-knowledge-graphs,2024-03-15,LangChain,TRUE,
lc-r-espilla-x-langchain-retrieval-augmented-generation-rag-in-llm-powered-question-answering-pipelines,langchain,USA,research,Epsilla x LangChain: Retrieval Augmented Generation (RAG) in LLM-Powered Question-Answering Pipelines,https://www.langchain.com/blog/espilla-x-langchain-retrieval-augmented-generation-rag-in-llm-powered-question-answering-pipelines,2023-08-23,LangChain,TRUE,
lc-r-evaluating-deep-agents-our-learnings,langchain,USA,research,Evaluating Deep Agents: Our Learnings,https://www.langchain.com/blog/evaluating-deep-agents-our-learnings,2025-12-03,LangChain,TRUE,
lc-r-evaluating-deepagents-cli-on-terminal-bench-2-0,langchain,USA,research,Evaluating Deep Agents CLI on Terminal Bench 2.0,https://www.langchain.com/blog/evaluating-deepagents-cli-on-terminal-bench-2-0,2025-12-05,LangChain,TRUE,
lc-r-evaluating-llms-with-openevals,langchain,USA,research,Quickly Start Evaluating LLMs With OpenEvals,https://www.langchain.com/blog/evaluating-llms-with-openevals,2025-02-26,LangChain,TRUE,
lc-r-evaluating-rag-pipelines-with-ragas-langsmith,langchain,USA,research,Evaluating RAG pipelines with Ragas + LangSmith,https://www.langchain.com/blog/evaluating-rag-pipelines-with-ragas-langsmith,2023-08-23,LangChain,TRUE,
lc-r-evaluating-skills,langchain,USA,research,Evaluating Skills,https://www.langchain.com/blog/evaluating-skills,2026-03-05,LangChain,TRUE,
lc-r-exa,langchain,USA,research,How Exa built a Web Research Multi-Agent System with LangGraph and LangSmith,https://www.langchain.com/blog/exa,2025-06-30,LangChain,TRUE,
lc-r-execute-code-with-sandboxes-for-deepagents,langchain,USA,research,Execute Code with Sandboxes for Deep Agents,https://www.langchain.com/blog/execute-code-with-sandboxes-for-deepagents,2025-11-13,LangChain,TRUE,
lc-r-exploring-genworlds,langchain,USA,research,Yeager.ai x LangChain: Exploring GenWorlds a Framework for Coordinating AI Agents,https://www.langchain.com/blog/exploring-genworlds,2023-08-04,LangChain,TRUE,
lc-r-exploring-prompt-optimization,langchain,USA,research,Exploring Prompt Optimization,https://www.langchain.com/blog/exploring-prompt-optimization,2025-01-28,LangChain,TRUE,
lc-r-exploring-uxs-besides-chat-with-research-assistant,langchain,USA,research,"""Research Assistant"": Exploring UXs Besides Chat",https://www.langchain.com/blog/exploring-uxs-besides-chat-with-research-assistant,2023-11-16,LangChain,TRUE,
lc-r-extraction-benchmarking,langchain,USA,research,Extraction Benchmarking,https://www.langchain.com/blog/extraction-benchmarking,2023-12-05,LangChain,TRUE,
lc-r-feature-stores-and-llms,langchain,USA,research,Feature Stores and LLMs,https://www.langchain.com/blog/feature-stores-and-llms,2023-05-09,LangChain,TRUE,
lc-r-febraury-2026-langchain-newsletter,langchain,USA,research,February 2026: LangChain Newsletter,https://www.langchain.com/blog/febraury-2026-langchain-newsletter,2026-03-03,LangChain,TRUE,
lc-r-few-shot-prompting-to-improve-tool-calling-performance,langchain,USA,research,Few-shot prompting to improve tool-calling performance,https://www.langchain.com/blog/few-shot-prompting-to-improve-tool-calling-performance,2024-07-24,LangChain,TRUE,
lc-r-fine-tune-your-llms-with-langsmith-and-lilac,langchain,USA,research,Fine-tune your LLMs with LangSmith and Lilac,https://www.langchain.com/blog/fine-tune-your-llms-with-langsmith-and-lilac,2023-09-26,LangChain,TRUE,
lc-r-fine-tuning-chatgpt-surpassing-gpt-4-summarization,langchain,USA,research,Fine-tuning ChatGPT: Surpassing GPT-4 Summarization Performance–A 63% Cost Reduction and 11x Speed Enhancement using Synthetic Data and LangSmith,https://www.langchain.com/blog/fine-tuning-chatgpt-surpassing-gpt-4-summarization,2023-10-10,LangChain,TRUE,
