id,company,country,track,title,url,publish_date,authors,in_scope,scope_reason
a21-r-ai21-studio-use-cases,ai21,Israel,research,Ai21 Studio Use Cases,https://www.ai21.com/blog/ai21-studio-use-cases/,,AI21 Labs,TRUE,
a21-r-ai21-together-ai-partnership,ai21,Israel,research,Ai21 Together Ai Partnership,https://www.ai21.com/blog/ai21-together-ai-partnership/,,AI21 Labs,TRUE,
a21-r-al21-labs-large-language-models-discoverable-in-amazon-sagemaker-studio,ai21,Israel,research,Al21 Labs Large Language Models Discoverable In Amazon Sagemaker Studio,https://www.ai21.com/blog/al21-labs-large-language-models-discoverable-in-amazon-sagemaker-studio/,,AI21 Labs,TRUE,
a21-r-announcing-ai21-studio-and-jurassic-1,ai21,Israel,research,Announcing Ai21 Studio And Jurassic 1,https://www.ai21.com/blog/announcing-ai21-studio-and-jurassic-1/,,AI21 Labs,TRUE,
a21-r-announcing-amazon-partnership,ai21,Israel,research,Announcing Amazon Partnership,https://www.ai21.com/blog/announcing-amazon-partnership/,,AI21 Labs,TRUE,
a21-r-announcing-gaia-small,ai21,Israel,research,Announcing Gaia Small,https://www.ai21.com/blog/announcing-gaia-small/,,AI21 Labs,TRUE,
a21-r-announcing-jamba,ai21,Israel,research,Announcing Jamba,https://www.ai21.com/blog/announcing-jamba/,,AI21 Labs,TRUE,
a21-r-announcing-jamba-instruct,ai21,Israel,research,Announcing Jamba Instruct,https://www.ai21.com/blog/announcing-jamba-instruct/,,AI21 Labs,TRUE,
a21-r-announcing-jamba-model-family,ai21,Israel,research,Announcing Jamba Model Family,https://www.ai21.com/blog/announcing-jamba-model-family/,,AI21 Labs,TRUE,
a21-r-annual-soc-2-report,ai21,Israel,research,Annual Soc 2 Report,https://www.ai21.com/blog/annual-soc-2-report/,,AI21 Labs,TRUE,
a21-r-auxiliary-tuning-and-its-application,ai21,Israel,research,Auxiliary Tuning And Its Application,https://www.ai21.com/blog/auxiliary-tuning-and-its-application/,,AI21 Labs,TRUE,
a21-r-auxiliary-tuning-and-its-application-to-conditional-text-generation,ai21,Israel,research,Auxiliary Tuning And Its Application To Conditional Text Generation,https://www.ai21.com/blog/auxiliary-tuning-and-its-application-to-conditional-text-generation/,,AI21 Labs,TRUE,
a21-r-aws-reinvent-2024,ai21,Israel,research,Aws Reinvent 2024,https://www.ai21.com/blog/aws-reinvent-2024/,,AI21 Labs,TRUE,
a21-r-best-practices-for-deploying-language-models,ai21,Israel,research,Best Practices for Deploying Language Models,https://www.ai21.com/blog/best-practices-for-deploying-language-models/,2022-11-27,AI21 Labs,TRUE,
a21-r-build-a-dashboard-based-on-freeform-sentiment-analysis-of-hotel-reviews,ai21,Israel,research,Build A Dashboard Based On Freeform Sentiment Analysis Of Hotel Reviews,https://www.ai21.com/blog/build-a-dashboard-based-on-freeform-sentiment-analysis-of-hotel-reviews/,,AI21 Labs,TRUE,
a21-r-build-long-context-ai-apps-with-jamba-powering-the-future-of-ai-agents,ai21,Israel,research,Build Long Context Ai Apps With Jamba Powering The Future Of Ai Agents,https://www.ai21.com/blog/build-long-context-ai-apps-with-jamba-powering-the-future-of-ai-agents/,,AI21 Labs,TRUE,
a21-r-building-cv-profile-generator-using-ai21-studio,ai21,Israel,research,Building Cv Profile Generator Using Ai21 Studio,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio/,,AI21 Labs,TRUE,
a21-r-contextual-answers-outperforms-on-question-answering,ai21,Israel,research,Contextual Answers Outperforms On Question Answering,https://www.ai21.com/blog/contextual-answers-outperforms-on-question-answering/,,AI21 Labs,TRUE,
a21-r-conversational-ai-with-rag,ai21,Israel,research,Conversational Ai With Rag,https://www.ai21.com/blog/conversational-ai-with-rag/,,AI21 Labs,TRUE,
a21-r-current-state-of-ai,ai21,Israel,research,Current State Of Ai,https://www.ai21.com/blog/current-state-of-ai/,,AI21 Labs,TRUE,
a21-r-dynamic-data-snoozing,ai21,Israel,research,Dynamic Data Snoozing,https://www.ai21.com/blog/dynamic-data-snoozing/,,AI21 Labs,TRUE,
a21-r-easyway-case-study,ai21,Israel,research,Easyway Case Study,https://www.ai21.com/blog/easyway-case-study/,,AI21 Labs,TRUE,
a21-r-enterprise-ai,ai21,Israel,research,Enterprise Ai,https://www.ai21.com/blog/enterprise-ai/,,AI21 Labs,TRUE,
a21-r-enterprise-ai-after-hype,ai21,Israel,research,Enterprise Ai After Hype,https://www.ai21.com/blog/enterprise-ai-after-hype/,,AI21 Labs,TRUE,
a21-r-enterprise-ai-definition-challenges-and-solutions,ai21,Israel,research,Enterprise Ai Definition Challenges And Solutions,https://www.ai21.com/blog/enterprise-ai-definition-challenges-and-solutions/,,AI21 Labs,TRUE,
a21-r-enterprise-ai-deployments,ai21,Israel,research,Enterprise Ai Deployments,https://www.ai21.com/blog/enterprise-ai-deployments/,,AI21 Labs,TRUE,
a21-r-enterprise-generative-ai-key-challenges-and-how-to-solve-them,ai21,Israel,research,Enterprise Generative Ai Key Challenges And How To Solve Them,https://www.ai21.com/blog/enterprise-generative-ai-key-challenges-and-how-to-solve-them/,,AI21 Labs,TRUE,
a21-r-exemplar-guided-active-learning,ai21,Israel,research,Exemplar Guided Active Learning,https://www.ai21.com/blog/exemplar-guided-active-learning/,,AI21 Labs,TRUE,
a21-r-first-hackathon-winning-projects,ai21,Israel,research,First Hackathon Winning Projects,https://www.ai21.com/blog/first-hackathon-winning-projects/,,AI21 Labs,TRUE,
a21-r-five-in-five-healthcare,ai21,Israel,research,Five questions in five Minutes: Dr. Avi Tsur on AI in healthcare,https://www.ai21.com/blog/five-in-five-healthcare/,2025-10-22,AI21 Labs,TRUE,
a21-r-generative-ai-ai21-and-aws-hackathon,ai21,Israel,research,Generative Ai Ai21 And Aws Hackathon,https://www.ai21.com/blog/generative-ai-ai21-and-aws-hackathon/,,AI21 Labs,TRUE,
a21-r-generative-ai-for-financial-term-sheet-generation,ai21,Israel,research,Generative AI for Financial Term Sheet Generation,https://www.ai21.com/blog/generative-ai-for-financial-term-sheet-generation/,2024-05-02,AI21 Labs,TRUE,
a21-r-generative-ai-in-ecommerce-seo,ai21,Israel,research,The Use of Generative AI in Ecommerce SEO,https://www.ai21.com/blog/generative-ai-in-ecommerce-seo/,2023-08-22,AI21 Labs,TRUE,
a21-r-grounding-bedrock-enterprise-ai,ai21,Israel,research,Why Grounding is (Still) the Bedrock of Enterprise AI,https://www.ai21.com/blog/grounding-bedrock-enterprise-ai/,2025-07-30,AI21 Labs,TRUE,
a21-r-grounding-language-models-in-context,ai21,Israel,research,Grounding Language Models In-Context: Improving Text Generation and Attribution for Off-the-Shelf LMs,https://www.ai21.com/blog/grounding-language-models-in-context/,2023-01-17,AI21 Labs,TRUE,
a21-r-harambee-case-study,ai21,Israel,research,How Harambee built conversational flows to achieve a 20% sign-up increase,https://www.ai21.com/blog/harambee-case-study/,2022-11-28,AI21 Labs,TRUE,
a21-r-how-boards-can-shape-ai-strategy,ai21,Israel,research,How Boards Can Shape Ai Strategy,https://www.ai21.com/blog/how-boards-can-shape-ai-strategy/,,AI21 Labs,TRUE,
a21-r-how-contextual-answers-transforms-customer-support,ai21,Israel,research,How Contextual Answers Transforms Customer Support,https://www.ai21.com/blog/how-contextual-answers-transforms-customer-support/,,AI21 Labs,TRUE,
a21-r-how-generative-ai-can-transform-the-finance-industry,ai21,Israel,research,How Generative Ai Can Transform The Finance Industry,https://www.ai21.com/blog/how-generative-ai-can-transform-the-finance-industry/,,AI21 Labs,TRUE,
a21-r-how-generative-ai-is-transforming-the-retail-industry,ai21,Israel,research,How Generative Ai Is Transforming The Retail Industry,https://www.ai21.com/blog/how-generative-ai-is-transforming-the-retail-industry/,,AI21 Labs,TRUE,
a21-r-how-retailers-personalize-the-buy-with-ai,ai21,Israel,research,How Retailers Personalize The Buy With Ai,https://www.ai21.com/blog/how-retailers-personalize-the-buy-with-ai/,,AI21 Labs,TRUE,
a21-r-human-or-not-results,ai21,Israel,research,Human Or Not Results,https://www.ai21.com/blog/human-or-not-results/,,AI21 Labs,TRUE,
a21-r-introducing-ai21s-python-sdk-2-0-for-a-simplified-developer-experience,ai21,Israel,research,Introducing Ai21S Python Sdk 2 0 For A Simplified Developer Experience,https://www.ai21.com/blog/introducing-ai21s-python-sdk-2-0-for-a-simplified-developer-experience/,,AI21 Labs,TRUE,
a21-r-introducing-contextual-answers,ai21,Israel,research,Introducing Contextual Answers,https://www.ai21.com/blog/introducing-contextual-answers/,,AI21 Labs,TRUE,
a21-r-introducing-j1-grande,ai21,Israel,research,Introducing J1 Grande,https://www.ai21.com/blog/introducing-j1-grande/,,AI21 Labs,TRUE,
a21-r-introducing-j2,ai21,Israel,research,Introducing J2,https://www.ai21.com/blog/introducing-j2/,,AI21 Labs,TRUE,
a21-r-introducing-jamba-1-6,ai21,Israel,research,Introducing Jamba 1 6,https://www.ai21.com/blog/introducing-jamba-1-6/,,AI21 Labs,TRUE,
a21-r-introducing-jamba-reasoning-3b,ai21,Israel,research,Introducing Jamba Reasoning 3B,https://www.ai21.com/blog/introducing-jamba-reasoning-3b/,,AI21 Labs,TRUE,
a21-r-introducing-jamba2,ai21,Israel,research,Introducing Jamba2,https://www.ai21.com/blog/introducing-jamba2/,,AI21 Labs,TRUE,
a21-r-introducing-wordtune-read,ai21,Israel,research,Introducing Wordtune Read,https://www.ai21.com/blog/introducing-wordtune-read/,,AI21 Labs,TRUE,
a21-r-is-genai-living-up-to-its-expectations-insights-from-3-years-in-the-trenches,ai21,Israel,research,Is Genai Living Up To Its Expectations Insights From 3 Years In The Trenches,https://www.ai21.com/blog/is-genai-living-up-to-its-expectations-insights-from-3-years-in-the-trenches/,,AI21 Labs,TRUE,
a21-r-is-it-the-end-of-the-transformer-era,ai21,Israel,research,Is It The End Of The Transformer Era,https://www.ai21.com/blog/is-it-the-end-of-the-transformer-era/,,AI21 Labs,TRUE,
a21-r-iso-42001-ai-development,ai21,Israel,research,Iso 42001 Ai Development,https://www.ai21.com/blog/iso-42001-ai-development/,,AI21 Labs,TRUE,
a21-r-jamba-3b-vs-qwen3-4b,ai21,Israel,research,Jamba 3B Vs Qwen3 4B,https://www.ai21.com/blog/jamba-3b-vs-qwen3-4b/,,AI21 Labs,TRUE,
a21-r-jamba-care,ai21,Israel,research,Jamba Care,https://www.ai21.com/blog/jamba-care/,,AI21 Labs,TRUE,
a21-r-jamba-instruct-amazon-bedrock,ai21,Israel,research,Jamba Instruct Amazon Bedrock,https://www.ai21.com/blog/jamba-instruct-amazon-bedrock/,,AI21 Labs,TRUE,
a21-r-jamba-instruct-microsoft-azure-ai,ai21,Israel,research,Jamba Instruct Microsoft Azure Ai,https://www.ai21.com/blog/jamba-instruct-microsoft-azure-ai/,,AI21 Labs,TRUE,
a21-r-jamba-instruct-on-snowflake-cortex,ai21,Israel,research,Jamba Instruct On Snowflake Cortex,https://www.ai21.com/blog/jamba-instruct-on-snowflake-cortex/,,AI21 Labs,TRUE,
a21-r-jamba-instruct-on-snowflake-cortex-ai,ai21,Israel,research,Jamba Instruct On Snowflake Cortex Ai,https://www.ai21.com/blog/jamba-instruct-on-snowflake-cortex-ai/,,AI21 Labs,TRUE,
a21-r-jurassic-x-crossing-the-neuro-symbolic-chasm-with-the-mrkl-system,ai21,Israel,research,Jurassic X Crossing The Neuro Symbolic Chasm With The Mrkl System,https://www.ai21.com/blog/jurassic-x-crossing-the-neuro-symbolic-chasm-with-the-mrkl-system/,,AI21 Labs,TRUE,
a21-r-karpathys-leash,ai21,Israel,research,Karpathys Leash,https://www.ai21.com/blog/karpathys-leash/,,AI21 Labs,TRUE,
a21-r-latitude-case-study,ai21,Israel,research,Latitude Case Study,https://www.ai21.com/blog/latitude-case-study/,,AI21 Labs,TRUE,
a21-r-llm-judge-models,ai21,Israel,research,Llm Judge Models,https://www.ai21.com/blog/llm-judge-models/,,AI21 Labs,TRUE,
a21-r-llm-product-development,ai21,Israel,research,Llm Product Development,https://www.ai21.com/blog/llm-product-development/,,AI21 Labs,TRUE,
a21-r-long-context-yoav-shoham,ai21,Israel,research,Long Context Yoav Shoham,https://www.ai21.com/blog/long-context-yoav-shoham/,,AI21 Labs,TRUE,
a21-r-maestro-ai-enterprise-knowledge-work,ai21,Israel,research,Maestro Ai Enterprise Knowledge Work,https://www.ai21.com/blog/maestro-ai-enterprise-knowledge-work/,,AI21 Labs,TRUE,
a21-r-maestro-ai-planning-orchestration,ai21,Israel,research,Maestro Ai Planning Orchestration,https://www.ai21.com/blog/maestro-ai-planning-orchestration/,,AI21 Labs,TRUE,
a21-r-maestro-putting-knowledge-to-work,ai21,Israel,research,Maestro Putting Knowledge To Work,https://www.ai21.com/blog/maestro-putting-knowledge-to-work/,,AI21 Labs,TRUE,
a21-r-maestro-technical-overview,ai21,Israel,research,Maestro Technical Overview,https://www.ai21.com/blog/maestro-technical-overview/,,AI21 Labs,TRUE,
a21-r-mind-the-gap,ai21,Israel,research,Mind The Gap,https://www.ai21.com/blog/mind-the-gap/,,AI21 Labs,TRUE,
a21-r-natural-language-as-next-frontier,ai21,Israel,research,Natural Language As Next Frontier,https://www.ai21.com/blog/natural-language-as-next-frontier/,,AI21 Labs,TRUE,
a21-r-nlp-21st-century,ai21,Israel,research,Nlp 21St Century,https://www.ai21.com/blog/nlp-21st-century/,,AI21 Labs,TRUE,
a21-r-nvidia-maestro,ai21,Israel,research,Nvidia Maestro,https://www.ai21.com/blog/nvidia-maestro/,,AI21 Labs,TRUE,
a21-r-overcoming-the-biggest-challenges-to-gen-ai-adoption,ai21,Israel,research,Overcoming The Biggest Challenges To Gen Ai Adoption,https://www.ai21.com/blog/overcoming-the-biggest-challenges-to-gen-ai-adoption/,,AI21 Labs,TRUE,
a21-r-pmi-masking,ai21,Israel,research,Pmi Masking,https://www.ai21.com/blog/pmi-masking/,,AI21 Labs,TRUE,
a21-r-product-description-automation,ai21,Israel,research,Product Description Automation,https://www.ai21.com/blog/product-description-automation/,,AI21 Labs,TRUE,
a21-r-query-dependent-chunking,ai21,Israel,research,Query Dependent Chunking,https://www.ai21.com/blog/query-dependent-chunking/,,AI21 Labs,TRUE,
a21-r-rag-agent-solutions,ai21,Israel,research,RAG Agent Solutions for Enterprises: How to Choose One,https://www.ai21.com/blog/rag-agent-solutions/,2025-06-15,AI21 Labs,TRUE,
a21-r-rag-evaluation-youre-doing-it-wrong,ai21,Israel,research,RAG Evaluation: You,https://www.ai21.com/blog/rag-evaluation-youre-doing-it-wrong/,2025-04-07,AI21 Labs,TRUE,
a21-r-retail-personalization-using-ai-will-transform-the-industry,ai21,Israel,research,Here’s How Generative AI Is Transforming Retail Personalization,https://www.ai21.com/blog/retail-personalization-using-ai-will-transform-the-industry/,2023-08-08,AI21 Labs,TRUE,
a21-r-rise-of-hybrid-llms,ai21,Israel,research,Attention was never enough: Tracing the rise of hybrid LLMs,https://www.ai21.com/blog/rise-of-hybrid-llms/,2025-08-05,AI21 Labs,TRUE,
a21-r-scaling-agentic-evaluation-swe-bench,ai21,Israel,research,Scaling Agentic Evaluation Swe Bench,https://www.ai21.com/blog/scaling-agentic-evaluation-swe-bench/,,AI21 Labs,TRUE,
a21-r-scaling-vllm-without-oom,ai21,Israel,research,Scaling Vllm Without Oom,https://www.ai21.com/blog/scaling-vllm-without-oom/,,AI21 Labs,TRUE,
a21-r-sensebert-driving-some-sense-into-bert,ai21,Israel,research,Sensebert Driving Some Sense Into Bert,https://www.ai21.com/blog/sensebert-driving-some-sense-into-bert/,,AI21 Labs,TRUE,
a21-r-sensebert-driving-some-sense-into-bert-2,ai21,Israel,research,Sensebert Driving Some Sense Into Bert 2,https://www.ai21.com/blog/sensebert-driving-some-sense-into-bert-2/,,AI21 Labs,TRUE,
a21-r-series-c-funding,ai21,Israel,research,Series C Funding,https://www.ai21.com/blog/series-c-funding/,,AI21 Labs,TRUE,
a21-r-shanen-boettcher-appointed-chief-ai-policy-officer,ai21,Israel,research,Shanen Boettcher Appointed Chief Ai Policy Officer,https://www.ai21.com/blog/shanen-boettcher-appointed-chief-ai-policy-officer/,,AI21 Labs,TRUE,
a21-r-simplifying-our-jurassic-2-offering,ai21,Israel,research,Simplifying Our Jurassic 2 Offering,https://www.ai21.com/blog/simplifying-our-jurassic-2-offering/,,AI21 Labs,TRUE,
a21-r-soc-2-report,ai21,Israel,research,Soc 2 Report,https://www.ai21.com/blog/soc-2-report/,,AI21 Labs,TRUE,
a21-r-stateful-agent-workspaces-mcp,ai21,Israel,research,Stateful Agent Workspaces Mcp,https://www.ai21.com/blog/stateful-agent-workspaces-mcp/,,AI21 Labs,TRUE,
a21-r-stop-prompting-and-praying,ai21,Israel,research,Stop Prompting And Praying,https://www.ai21.com/blog/stop-prompting-and-praying/,,AI21 Labs,TRUE,
a21-r-structured-rag-enterprise-accuracy,ai21,Israel,research,Structured Rag Enterprise Accuracy,https://www.ai21.com/blog/structured-rag-enterprise-accuracy/,,AI21 Labs,TRUE,
a21-r-summarize-api-outperforms-openais-models,ai21,Israel,research,Summarize Api Outperforms Openais Models,https://www.ai21.com/blog/summarize-api-outperforms-openais-models/,,AI21 Labs,TRUE,
a21-r-summarizing-legal-documents-for-different-personas-using-ai21-studio,ai21,Israel,research,Summarizing Legal Documents For Different Personas Using Ai21 Studio,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio/,,AI21 Labs,TRUE,
a21-r-test-time-compute-swe-bench,ai21,Israel,research,Test Time Compute Swe Bench,https://www.ai21.com/blog/test-time-compute-swe-bench/,,AI21 Labs,TRUE,
a21-r-the-promise-of-rag-bringing-enterprise-generative-ai-to-life,ai21,Israel,research,The Promise Of Rag Bringing Enterprise Generative Ai To Life,https://www.ai21.com/blog/the-promise-of-rag-bringing-enterprise-generative-ai-to-life/,,AI21 Labs,TRUE,
a21-r-tom-nides-joins-ai21,ai21,Israel,research,Tom Nides Joins Ai21,https://www.ai21.com/blog/tom-nides-joins-ai21/,,AI21 Labs,TRUE,
a21-r-top-ten-genai-enterprise-use-cases,ai21,Israel,research,Top Ten Genai Enterprise Use Cases,https://www.ai21.com/blog/top-ten-genai-enterprise-use-cases/,,AI21 Labs,TRUE,
a21-r-transforming-the-future-of-ai-with-long-context-jamba-instruct,ai21,Israel,research,Transforming The Future Of Ai With Long Context Jamba Instruct,https://www.ai21.com/blog/transforming-the-future-of-ai-with-long-context-jamba-instruct/,,AI21 Labs,TRUE,
a21-r-tweet-hunter-case-study,ai21,Israel,research,Tweet Hunter Case Study,https://www.ai21.com/blog/tweet-hunter-case-study/,,AI21 Labs,TRUE,
a21-r-ubisoft-case-study,ai21,Israel,research,Ubisoft Case Study,https://www.ai21.com/blog/ubisoft-case-study/,,AI21 Labs,TRUE,
a21-r-verb-ai-case-study,ai21,Israel,research,Verb Ai Case Study,https://www.ai21.com/blog/verb-ai-case-study/,,AI21 Labs,TRUE,
a21-r-vllm-debugging-mamba-bug,ai21,Israel,research,Vllm Debugging Mamba Bug,https://www.ai21.com/blog/vllm-debugging-mamba-bug/,,AI21 Labs,TRUE,
a21-r-why-enterprises-struggle-with-ai-integration,ai21,Israel,research,Why Enterprises Struggle With Ai Integration,https://www.ai21.com/blog/why-enterprises-struggle-with-ai-integration/,,AI21 Labs,TRUE,
a21-r-write-label-media-platform-saves-95-of-its-writing-costs-with-generative-ai,ai21,Israel,research,Write Label Media Platform Saves 95 Of Its Writing Costs With Generative Ai,https://www.ai21.com/blog/write-label-media-platform-saves-95-of-its-writing-costs-with-generative-ai/,,AI21 Labs,TRUE,
a21-r-zero-to-production-in-ai21-studio,ai21,Israel,research,Zero To Production In Ai21 Studio,https://www.ai21.com/blog/zero-to-production-in-ai21-studio/,,AI21 Labs,TRUE,
