id,company,country,track,title,url,publish_date,authors,in_scope,scope_reason
mt-r-codestral-2501,mistral,France,research,Codestral 2501,https://mistral.ai/news/codestral-2501/,,Mistral AI,TRUE,
mt-r-codestral-embed,mistral,France,research,Codestral Embed,https://mistral.ai/news/codestral-embed/,,Mistral AI,TRUE,
mt-r-codestral-mamba,mistral,France,research,Codestral Mamba,https://mistral.ai/news/codestral-mamba/,,Mistral AI,TRUE,
mt-r-customization,mistral,France,research,Customization,https://mistral.ai/news/customization/,,Mistral AI,TRUE,
mt-r-debugging-memory-leak-in-vllm,mistral,France,research,Debugging Memory Leak In Vllm,https://mistral.ai/news/debugging-memory-leak-in-vllm/,,Mistral AI,TRUE,
mt-r-devstral,mistral,France,research,Devstral,https://mistral.ai/news/devstral/,,Mistral AI,TRUE,
mt-r-devstral-2-vibe-cli,mistral,France,research,Devstral 2 Vibe Cli,https://mistral.ai/news/devstral-2-vibe-cli/,,Mistral AI,TRUE,
mt-r-devstral-2507,mistral,France,research,Devstral 2507,https://mistral.ai/news/devstral-2507/,,Mistral AI,TRUE,
mt-r-forge,mistral,France,research,Forge,https://mistral.ai/news/forge/,,Mistral AI,TRUE,
mt-r-ki-fur-deutschland,mistral,France,research,Ki Fur Deutschland,https://mistral.ai/news/ki-fur-deutschland/,,Mistral AI,TRUE,
mt-r-la-plateforme,mistral,France,research,La Plateforme,https://mistral.ai/news/la-plateforme/,,Mistral AI,TRUE,
mt-r-le-chat-dives-deep,mistral,France,research,Le Chat Dives Deep,https://mistral.ai/news/le-chat-dives-deep/,,Mistral AI,TRUE,
mt-r-le-chat-enterprise,mistral,France,research,Le Chat Enterprise,https://mistral.ai/news/le-chat-enterprise/,,Mistral AI,TRUE,
mt-r-le-chat-mcp-connectors-memories,mistral,France,research,Le Chat Mcp Connectors Memories,https://mistral.ai/news/le-chat-mcp-connectors-memories/,,Mistral AI,TRUE,
mt-r-le-chat-mistral,mistral,France,research,Le Chat Mistral,https://mistral.ai/news/le-chat-mistral/,,Mistral AI,TRUE,
mt-r-leanstral,mistral,France,research,Leanstral,https://mistral.ai/news/leanstral/,,Mistral AI,TRUE,
mt-r-llm-as-rag-judge,mistral,France,research,Llm As Rag Judge,https://mistral.ai/news/llm-as-rag-judge/,,Mistral AI,TRUE,
mt-r-magistral,mistral,France,research,Magistral,https://mistral.ai/news/magistral/,,Mistral AI,TRUE,
mt-r-mathstral,mistral,France,research,Mathstral,https://mistral.ai/news/mathstral/,,Mistral AI,TRUE,
mt-r-memory,mistral,France,research,Memory,https://mistral.ai/news/memory/,,Mistral AI,TRUE,
mt-r-ministraux,mistral,France,research,Ministraux,https://mistral.ai/news/ministraux/,,Mistral AI,TRUE,
mt-r-mistral-3,mistral,France,research,Mistral 3,https://mistral.ai/news/mistral-3/,,Mistral AI,TRUE,
mt-r-mistral-afp,mistral,France,research,Mistral Afp,https://mistral.ai/news/mistral-afp/,,Mistral AI,TRUE,
mt-r-mistral-ai-and-nvidia-partner-to-accelerate-open-frontier-models,mistral,France,research,Mistral Ai And Nvidia Partner To Accelerate Open Frontier Models,https://mistral.ai/news/mistral-ai-and-nvidia-partner-to-accelerate-open-frontier-models/,,Mistral AI,TRUE,
mt-r-mistral-ai-non-production-license-mnpl,mistral,France,research,Mistral Ai Non Production License Mnpl,https://mistral.ai/news/mistral-ai-non-production-license-mnpl/,,Mistral AI,TRUE,
mt-r-mistral-ai-raises-1-7-b-to-accelerate-technological-progress-with-ai,mistral,France,research,Mistral Ai Raises 1 7 B To Accelerate Technological Progress With Ai,https://mistral.ai/news/mistral-ai-raises-1-7-b-to-accelerate-technological-progress-with-ai/,,Mistral AI,TRUE,
mt-r-mistral-chat,mistral,France,research,Mistral Chat,https://mistral.ai/news/mistral-chat/,,Mistral AI,TRUE,
mt-r-mistral-code,mistral,France,research,Mistral Code,https://mistral.ai/news/mistral-code/,,Mistral AI,TRUE,
mt-r-mistral-compute,mistral,France,research,Mistral Compute,https://mistral.ai/news/mistral-compute/,,Mistral AI,TRUE,
mt-r-mistral-large,mistral,France,research,Mistral Large,https://mistral.ai/news/mistral-large/,,Mistral AI,TRUE,
mt-r-mistral-large-2,mistral,France,research,Mistral Large 2,https://mistral.ai/news/mistral-large-2/,,Mistral AI,TRUE,
mt-r-mistral-large-2407,mistral,France,research,Mistral Large 2407,https://mistral.ai/news/mistral-large-2407/,,Mistral AI,TRUE,
mt-r-mistral-medium-3,mistral,France,research,Mistral Medium 3,https://mistral.ai/news/mistral-medium-3/,,Mistral AI,TRUE,
mt-r-mistral-moderation,mistral,France,research,Mistral Moderation,https://mistral.ai/news/mistral-moderation/,,Mistral AI,TRUE,
mt-r-mistral-nemo,mistral,France,research,Mistral Nemo,https://mistral.ai/news/mistral-nemo/,,Mistral AI,TRUE,
mt-r-mistral-nemo4,mistral,France,research,Mistral Nemo4,https://mistral.ai/news/mistral-nemo4/,,Mistral AI,TRUE,
mt-r-mistral-ocr,mistral,France,research,Mistral Ocr,https://mistral.ai/news/mistral-ocr/,,Mistral AI,TRUE,
mt-r-mistral-ocr-3,mistral,France,research,Mistral Ocr 3,https://mistral.ai/news/mistral-ocr-3/,,Mistral AI,TRUE,
mt-r-mistral-s,mistral,France,research,Mistral S,https://mistral.ai/news/mistral-s/,,Mistral AI,TRUE,
mt-r-mistral-saba,mistral,France,research,Mistral Saba,https://mistral.ai/news/mistral-saba/,,Mistral AI,TRUE,
mt-r-mistral-small-3,mistral,France,research,Mistral Small 3,https://mistral.ai/news/mistral-small-3/,,Mistral AI,TRUE,
mt-r-mistral-small-3-1,mistral,France,research,Mistral Small 3 1,https://mistral.ai/news/mistral-small-3-1/,,Mistral AI,TRUE,
mt-r-mistral-small-4,mistral,France,research,Mistral Small 4,https://mistral.ai/news/mistral-small-4/,,Mistral AI,TRUE,
mt-r-mistral-vibe-2-0,mistral,France,research,Mistral Vibe 2 0,https://mistral.ai/news/mistral-vibe-2-0/,,Mistral AI,TRUE,
mt-r-mixtral,mistral,France,research,Mixtral,https://mistral.ai/news/mixtral/,,Mistral AI,TRUE,
mt-r-mixtral-8x22b,mistral,France,research,Mixtral 8X22B,https://mistral.ai/news/mixtral-8x22b/,,Mistral AI,TRUE,
mt-r-mixtral-of-experts,mistral,France,research,Mixtral Of Experts,https://mistral.ai/news/mixtral-of-experts/,,Mistral AI,TRUE,
mt-r-mixtral-small-28b,mistral,France,research,Mixtral Small 28B,https://mistral.ai/news/mixtral-small-28b/,,Mistral AI,TRUE,
mt-r-null,mistral,France,research,Null,https://mistral.ai/news/null/,,Mistral AI,TRUE,
mt-r-our-contribution-to-a-global-environmental-standard-for-ai,mistral,France,research,Our Contribution To A Global Environmental Standard For Ai,https://mistral.ai/news/our-contribution-to-a-global-environmental-standard-for-ai/,,Mistral AI,TRUE,
mt-r-pixtral-12b,mistral,France,research,Pixtral 12B,https://mistral.ai/news/pixtral-12b/,,Mistral AI,TRUE,
mt-r-pixtral-large,mistral,France,research,Pixtral Large,https://mistral.ai/news/pixtral-large/,,Mistral AI,TRUE,
mt-r-september-24-release,mistral,France,research,September 24 Release,https://mistral.ai/news/september-24-release/,,Mistral AI,TRUE,
mt-r-spaces,mistral,France,research,Spaces,https://mistral.ai/news/spaces/,,Mistral AI,TRUE,
mt-r-unlocking-potential-vision-language-models-satellite-imagery-fine-tuning,mistral,France,research,Unlocking Potential Vision Language Models Satellite Imagery Fine Tuning,https://mistral.ai/news/unlocking-potential-vision-language-models-satellite-imagery-fine-tuning/,,Mistral AI,TRUE,
mt-r-voxtral,mistral,France,research,Voxtral,https://mistral.ai/news/voxtral/,,Mistral AI,TRUE,
mt-r-voxtral-transcribe-2,mistral,France,research,Voxtral Transcribe 2,https://mistral.ai/news/voxtral-transcribe-2/,,Mistral AI,TRUE,
mt-r-voxtral-tts,mistral,France,research,Voxtral Tts,https://mistral.ai/news/voxtral-tts/,,Mistral AI,TRUE,
